Head,Body,Tags,First Answer
Interpreting the residuals vs. fitted values plot for verifying the assumptions of a linear model,"
Consider the following figure from Faraway's Linear Models with R (2005, p. 59).

The first plot seems to indicate that the residuals and the fitted values are uncorrelated, as they should be in a homoscedastic linear model with normally distributed errors. Therefore, the second and third plots, which seem to indicate dependency between the residuals and the fitted values, suggest a different model.
But why does the second plot suggest, as Faraway notes, a heteroscedastic linear model, while the third plot suggest a non-linear model?
The second plot seems to indicate that the absolute value of the residuals is strongly positively correlated with the fitted values, whereas no such trend is evident in the third plot. So if it were the case that, theoretically speaking, in a heteroscedastic linear model with normally distributed errors
$$
\mbox{Cor}\left(\mathbf{e},\hat{\mathbf{y}}\right) = \left[\begin{array}{ccc}1 & \cdots & 1 \\ \vdots & \ddots & \vdots \\ 1 & \cdots & 1\end{array}\right]
$$
(where the expression on the left is the variance-covariance matrix between the residuals and the fitted values) this would explain why the second and third plots agree with Faraway's interpretations.
But is this the case? If not, how else can Faraway's interpretations of the second and third plots be justified? Also, why does the third plot necessarily indicate non-linearity? Isn't it possible that it is linear, but that the errors are either not normally distributed, or else that they are normally distributed, but do not center around zero?
","['regression', 'residuals', 'assumptions']","Below are those residual plots with the approximate mean and spread of points (limits that include most of the values) at each value of fitted (and hence of $x$) marked in - to a rough approximation indicating the conditional mean (red) and conditional mean $\pm$ (roughly!) twice the conditional standard deviation (purple):The second plot shows the mean residual doesn't change with the fitted values (and so is doesn't change with $x$), but the spread of the residuals (and hence of the $y$'s about the fitted line) is increasing as the fitted values (or $x$) changes. That is, the spread is not constant. Heteroskedasticity.the third plot shows that the residuals are mostly negative when the fitted value is small, positive when  the fitted value is in the middle and negative when the fitted value is large. That is, the spread is approximately constant, but the conditional mean is not - the fitted line doesn't describe how $y$ behaves as $x$ changes, since the relationship is curved.Isn't it possible that it is linear, but that the errors are either not normally distributed, or else that they are normally distributed, but do not center around zero?Not really*, in those situations the plots look different to the third plot.(i) If the errors were normal but not centered at zero, but at $\theta$, say, then the intercept would pick up the mean error, and so the estimated intercept would be an estimate of $\beta_0+\theta$ (that would be its expected value, but it is estimated with error). Consequently, your residuals would still have conditional mean zero, and so the plot would look like the first plot above.(ii) If the errors are not normally distributed the pattern of dots might be densest somewhere other than the center line (if the data were skewed), say, but the local mean residual would still be near 0.Here the purple lines still represent a (very) roughly 95% interval, but it's no longer symmetric. (I'm glossing over a couple of issues to avoid obscuring the basic point here.)* It's not necessarily impossible -- if you have an ""error"" term that doesn't really behave like the usual assumptions about errors - say where $x$ and $y$ are related to them in just the right way - you might be able to produce patterns something like these. However, we make assumptions about the error term, such as that it's not related to $x$, for example, and has zero mean; we'd have to break at least some of those sorts of assumptions to do it. (In many cases you may have reason to conclude that such effects should be absent or at least relatively small.)"
OpenBugs vs. JAGS,"
I am about to try out a BUGS style environment for estimating Bayesian models.  Are there any important advantages to consider in choosing between OpenBugs or JAGS?  Is one likely to replace the other in the foreseeable future?  
I will be using the chosen Gibbs Sampler with R.  I don't have a specific application yet, but rather I am deciding which to intall and learn.
","['r', 'software', 'bugs', 'jags', 'gibbs']","BUGS/OpenBugs has a peculiar build system which made compiling the code difficult to impossible on some systems — such as Linux (and IIRC OS X) where people had to resort to Windows emulation etc.Jags, on the other hand, is a completely new project written with standard GNU tools and hence portable to just about anywhere — and therefore usable anywhere.So in short, if your system is Windows then you do have a choice, and a potential cost of being stuck to Bugs if you ever move.  If you are not on Windows, then Jags is likely to be the better choice."
Statistics published in academic papers,"
I read a lot of evolutionary/ecological academic papers, sometimes with the specific aim of seeing how statistics are being used 'in the real world' outside of the textbook. I normally take the statistics in papers as gospel and use the papers to help in my statistical learning. After all, if a paper has taken years to write and has gone through rigorous peer review, then surely the statistics are going to be rock solid? But in the past few days, I've questioned my assumption, and wondered how often the statistical analysis published in academic papers is suspect? In particular, it might be expected that those in fields such as ecology and evolution have spent less time learning statistics and more time learning their fields. 
How often do people find suspect statistics in academic papers?
","['publication-bias', 'academia']",
What are the differences between hidden Markov models and neural networks?,"
I'm just getting my feet wet in statistics so I'm sorry if this question does not make sense. I have used Markov models to predict hidden states (unfair casinos, dice rolls, etc.) and neural networks to study users clicks on a search engine.  Both had hidden states that we were trying to figure out using observations.
To my understanding they both predict hidden states, so I'm wondering when would one use Markov models over neural networks?  Are they just different approaches to similar problems?
(I'm interested in learning but I also have another motivation, I have a problem that I'm trying to solve using hidden Markov models but its driving me bonkers so I was interested in seeing if I can switch to using something else.)
","['data-mining', 'algorithms', 'neural-networks', 'markov-process']","What is hidden and what is observedThe thing that is hidden in a hidden Markov model is the same as the thing that is hidden in a discrete mixture model, so for clarity, forget about the hidden state's dynamics and stick with a finite mixture model as an example.  The 'state' in this model is the identity of the component that caused each observation.  In this class of model such causes are never observed, so 'hidden cause' is translated statistically into the claim that the observed data have marginal dependencies which are removed when the source component is known.  And the source components are estimated to be whatever makes this statistical relationship true.The thing that is hidden in a feedforward multilayer neural network with sigmoid middle units is the states of those units, not the outputs which are the target of inference.  When the output of the network is a classification, i.e., a probability distribution over possible output categories, these hidden units values define a space within which categories are separable.  The trick in learning such a model is to make a hidden space (by adjusting the mapping out of the input units) within which the problem is linear.  Consequently, non-linear decision boundaries are possible from the system as a whole.Generative versus discriminativeThe mixture model (and HMM) is a model of the data generating process, sometimes called a likelihood or 'forward model'.  When coupled with some assumptions about the prior probabilities of each state you can infer a distribution over possible values of the hidden state using Bayes theorem (a generative approach).  Note that, while called a 'prior', both the prior and the parameters in the likelihood are usually learned from data.In contrast to the mixture model (and HMM) the neural network learns a posterior distribution over the output categories directly (a discriminative approach).  This is possible because the output values were observed during estimation.  And since they were observed, it is not necessary to construct a posterior distribution from a prior and a specific model for the likelihood such as a mixture.  The posterior is learnt directly from data, which is more efficient and less model dependent. Mix and matchTo make things more confusing, these approaches can be mixed together, e.g. when mixture model (or HMM) state is sometimes actually observed.  When that is true, and in some other circumstances not relevant here, it is possible to train discriminatively in an otherwise generative model.  Similarly it is possible to replace the mixture model mapping of an HMM with a more flexible forward model, e.g., a neural network.  The questionsSo it's not quite true that both models predict hidden state.  HMMs can be used to predict hidden state, albeit only of the kind that the forward model is expecting.  Neural networks can be used to predict a not yet observed state, e.g. future states for which predictors are available.  This sort of state is not hidden in principle, it just hasn't been observed yet.When would you use one rather than the other?  Well, neural networks make rather awkward time series models in my experience.  They also assume you have observed output.  HMMs don't but you don't really have any control of what the hidden state actually is.  Nevertheless they are proper time series models."
"Empirical relationship between mean, median and mode","
For a unimodal distribution that is moderately skewed, we have the following empirical relationship between the mean, median and mode:
$$  
\text{(Mean - Mode)}\sim  3\,\text{(Mean - Median)}
$$
How was this relationship derived? 
Did Karl Pearson plot thousands of these relationships before forming this conclusion, or is there a logical line of reasoning behind this relationship?
","['distributions', 'mathematical-statistics', 'descriptive-statistics', 'history']","Denote $\mu$ the mean ($\neq$ average), $m$ the median, $\sigma$ the standard deviation and $M$ the mode. Finally, let $X$ be the sample, a realization of a continuous unimodal distribution $F$ for which the first two moments exist.It's well known that $$|\mu-m|\leq\sigma\label{d}\tag{1}$$This is a frequent textbook exercise:  \begin{eqnarray}
|\mu-m| &=&    |E(X-m)|          \\
        &\leq& E|X-m|            \\
        &\leq& E|X-\mu|          \\
        &=&    E\sqrt{(X-\mu)^2} \\
        &\leq& \sqrt{E(X-\mu)^2} \\
        &=&    \sigma
\end{eqnarray}
The first equality derives from the definition of the mean, the third comes about because the median is the unique minimiser (among all $c$'s) of $E|X-c|$ and the fourth from Jensen's inequality (i.e. the definition of a convex function). Actually, this inequality can be made tighter. In fact, for any $F$, satisfying the conditions above, it can be shown [3] that$$|m-\mu|\leq \sqrt{0.6}\sigma\label{f}\tag{2}$$Even though it is in general not true (Abadir, 2005) that any unimodal distribution must satisfy either one of
 $$M\leq m\leq\mu\textit{ or }M\geq m\geq \mu$$ 
it can still be shown that the inequality $$|\mu-M|\leq\sqrt{3}\sigma\label{e}\tag{3}$$holds for any unimodal, square integrable distribution (regardless of skew). This is proven formally in Johnson and  Rogers (1951) though the proof depends on many auxiliary lemmas that are hard to fit here. Go see the original paper.A sufficient condition for a distribution $F$ to satisfy $\mu\leq m\leq M$ is given in [2]. If $F$:$$F(m−x)+F(m+x)\geq 1 \text{ for all }x\label{g}\tag{4}$$then $\mu\leq m\leq M$. Furthermore, if $\mu\neq m$, then the inequality is strict. The Pearson Type I to XII distributions are one example of family of distributions satisfying $(4)$ [4] (for example, the Weibull is one common distribution for which $(4)$ does not hold, see [5]). Now assuming that $(4)$ holds strictly and w.l.o.g. that $\sigma=1$, we have that 
 $$3(m-\mu)\in(0,3\sqrt{0.6}] \mbox{ and } M-\mu\in(m-\mu,\sqrt{3}]$$and since the second of these two ranges is not empty, it's certainly possible to find distributions for which the assertion is true (e.g. when $0<m-\mu<\frac{\sqrt{3}}{3}<\sigma=1$) for some range of values of the distribution's parameters but it is not true for all distributions and not even for all distributions satisfying $(4)$."
Are pooling layers added before or after dropout layers?,"
I'm creating a convolutional neural network (CNN), where I have a convolutional layer followed by a pooling layer and I want to apply dropout to reduce overfitting. I have this feeling that the dropout layer should be applied after the pooling layer, but I don't really have anything to back that up. Where is the right place to add the dropout layer? Before or after the pooling layer?
","['deep-learning', 'conv-neural-network', 'dropout']",
Using R online - without installing it [closed],"







Closed. This question is off-topic. It is not currently accepting answers.
                                
                            











 This question does not appear to be about statistics within the scope defined in the help center.


Closed 9 years ago.







                        Improve this question
                    



Is there a possibility to use R in a webinterface without the need to install it?
I have only one small script which I like to run but I just want to give it a shot without a long installation procedure.
Thank you.
",['r'],"Yes, there are some Rweb interface, like this one (dead as of September 2020), RDDR online REPL, or Repl.it.Note: Installation of the R software is pretty straightforward and quick, on any platform."
What is the difference between conditional and unconditional quantile regression?,"
The conditional quantile regression estimator by Koenker and Basset (1978) for the $\tau^{th}$ quantile is defined as
$$
\widehat{\beta}_{QR} = \min_{b} \sum^{n}_{i=1} \rho_\tau (y_i - X'_i b_\tau)
$$
where $\rho_\tau = u_i\cdot (\tau - 1(u_i<0))$ is a re-weighting function (called ""check""-function) of the residuals $u_i$.
In a paper by Firpo et al. (2009), the authors state that conditional quantile regression does not give interesting effects. They say that conditional results cannot be generalized to the population (in OLS we can always go from conditional to unconditional via the law of iterated expectations but this is not available for quantiles). This is because the $\tau^{th}$ unconditional quantile $y_i$ might not be the same as the $\tau^{th}$ conditional quantile $y_i |X_i$.
If I understand correctly, part of the problem is that which covariates are included in $X_i$ has an effect on the ranking variable $u_i$ because inclusion of covariates splits the error into observed and unobserved components. I just cannot quite understand why this causes problems.
Here are my questions:  

What makes conditional and unconditional quantile effects different from each other?
How can I interpret the coefficients of conditional quantile regressions?
Are conditional quantile regressions biased?

References:  

Koenker, R., & Bassett, G. (1978) ""Regression Quantiles"", Econometrica, Vol. 46(1), pp. 33-50.  
Firpo, S. et al. (2009) ""Unconditional Quantile Regressions"", Econometrica, Vol. 77(3), pp. 953-973.  

",['quantile-regression'],"Set-up
Suppose you have a simple regression of the form
$$\ln y_i = \alpha + \beta S_i + \epsilon_i $$
where the outcome are the log earnings of person $i$, $S_i$ is the number of years of schooling, and $\epsilon_i$ is an error term. Instead of only looking at the average effect of education on earnings, which you would get via OLS, you also want to see the effect at different parts of the outcome distribution.1) What is the difference between the conditional and unconditional setting
First plot the log earnings and let us pick two individuals, $A$ and $B$, where $A$ is in the lower part of the unconditional earnings distribution and $B$ is in the upper part.
It doesn't look extremely normal but that's because I only used 200 observations in the simulation, so don't mind that. Now what happens if we condition our earnings on years of education? For each level of education you would get a ""conditional"" earnings distribution, i.e. you would come up with a density plot as above but for each level of education separately.The two dark blue lines are the predicted earnings from linear quantile regressions at the median (lower line) and the 90th percentile (upper line). The red densities at 5 years and 15 years of education give you an estimate of the conditional earnings distribution. As you see, individual $A$ has 5 years of education and individual $B$ has 15 years of education. Apparently, individual $A$ is doing quite well among his pears in the 5-years of education bracket, hence she is in the 90th percentile.So once you condition on another variable, it has now happened that one person is now in the top part of the conditional distribution whereas that person would be in the lower part of the unconditional distribution - this is what changes the interpretation of the quantile regression coefficients. Why?You already said that with OLS we can go from $E[y_i|S_i] = E[y_i]$ by applying the law of iterated expectations, however, this is a property of the expectations operator which is not available for quantiles (unfortunately!). Therefore in general $Q_{\tau}(y_i|S_i) \neq Q_{\tau}(y_i)$, at any quantile $\tau$. This can be solved by first performing the conditional quantile regression and then integrate out the conditioning variables in order to obtain the marginalized effect (the unconditional effect) which you can interpret as in OLS. An example of this approach is provided by Powell (2014).2) How to interpret quantile regression coefficients?
This is the tricky part and I don't claim to possess all the knowledge in the world about this, so maybe someone comes up with a better explanation for this. As you've seen, an individual's rank in the earnings distribution can be very different for whether you consider the conditional or unconditional distribution.For conditional quantile regression
Since you can't tell where an individual will be in the outcome distribution before and after a treatment you can only make statements about the distribution as a whole. For instance, in the above example a $\beta_{90} = 0.13$ would mean that an additional year of education increases the earnings in the 90th percentile of the conditional earnings distribution (but you don't know who is still in that quantile before you assigned to people an additional year of education). That's why the conditional quantile estimates or conditional quantile treatment effects are often not considered as being ""interesting"". Normally we would like to know how a treatment affects our individuals at hand, not just the distribution.For unconditional quantile regression
Those are like the OLS coefficients that you are used to interpret. The difficulty here is not the interpretation but how to get those coefficients which is not always easy (integration may not work, e.g. with very sparse data). Other ways of marginalizing quantile regression coefficients are available such as Firpo's (2009) method using the recentered influence function. The book by Angrist and Pischke (2009) mentioned in the comments states that the marginalization of quantile regression coefficients is still an active research field in econometrics - though as far as I am aware most people nowadays settle for the integration method (an example would be Melly and Santangelo (2015) who apply it to the Changes-in-Changes model).3) Are conditional quantile regression coefficients biased?
No (assuming you have a correctly specified model), they just measure something different that you may or may not be interested in. An estimated effect on a distribution rather than individuals is as I said not very interesting - most of the times. To give a counter example: consider a policy maker who introduces an additional year of compulsory schooling and they want to know whether this reduces earnings inequality in the population.The top two panels show a pure location shift where $\beta_{\tau}$ is a constant at all quantiles, i.e. a constant quantile treatment effect, meaning that if $\beta_{10} = \beta_{90} = 0.8$, an additional year of education increases earnings by 8% across the entire earnings distribution.When the quantile treatment effect is NOT constant (as in the bottom two panels), you also have a scale effect in addition to the location effect. In this example the bottom of the earnings distribution shifts up by more than the top, so the 90-10 differential (a standard measure of earnings inequality) decreases in the population.
You don't know which individuals benefit from it or in what part of the distribution people are who started out in the bottom (to answer THAT question you need the unconditional quantile regression coefficients). Maybe this policy hurts them and puts them in an even lower part relative to others but if the aim was to know whether an additional year of compulsory education reduces the earnings spread then this is informative. An example of such an approach is Brunello et al. (2009).If you are still interested in the bias of quantile regressions due to sources of endogeneity have a look at Angrist et al (2006) where they derive an omitted variable bias formula for the quantile context."
How do you use the 'test' dataset after cross-validation?,"
In some lectures and tutorials I've seen, they suggest to split your data into three parts: training, validation and test. But it is not clear how the test dataset should be used, nor how this approach is better than cross-validation over the whole data set.
Let's say we have saved 20% of our data as a test set. Then we take the rest, split it into k folds and, using cross-validation, we find the model that makes the best prediction on unknown data from this dataset. Let's say the best model we have found gives us 75% accuracy.
Various tutorials and lots of questions on various Q&A websites say that now we can verify our model on a saved (test) dataset. But I still can't get how exactly is it done, nor what is the point of it.
Let's say we've got an accuracy of 70% on the test dataset.  So what do we do next? Do we try another model, and then another, until we will get a high score on our test dataset? But in this case it really looks like we will just find the model that fits our limited (only 20%) test set. It doesn't mean that we will find the model that is best in general.
Moreover, how can we consider this score as a general evaluation of the model, if it is only calculated on a limited data set? If this score is low, maybe we were unlucky and selected ""bad"" test data.
On the other hand, if we use all the data we have and then choose the model using k-fold cross-validation, we will find the model that makes the best prediction on unknown data from the entire data set we have.  
","['machine-learning', 'cross-validation', 'validation']","This is similar to another question I answered regarding cross-validation and test sets.  The key concept to understand here is independent datasets.  Consider just two scenarios:Now, if I am a researcher who isn't so fortunate what do I do?  Well, you can try to mimic that exact scenario:To address your other concerns:Let's say we've got an accuracy of 70% on test data set, so what do we do next? Do we try an other model, and then an other, untill we will get hight score on our test data set? Sort of, the idea is that you are creating the best model you can from your data and then evaluating it on some more data it has never seen before.  You can re-evaluate your cross-validation scheme but once you have a tuned model (i.e. hyper parameters) you are moving forward with that model because it was the best you could make.  The key is to NEVER USE YOUR TEST DATA FOR TUNING.  Your result from the test data is your model's performance on 'general' data.  Replicating this process would remove the independence of the datasets (which was the entire point).  This is also address in another question on test/validation data.And also, how can we consider this score as general evaluation of the model, if it is calculated on a limited data set? If this score is low, maybe we were unlucky to select ""bad"" test data.This is unlikely if you have split your data correctly.  You should be splitting your data randomly (although potentially stratified for class balancing).  If you dataset is large enough that you are splitting your data in to three parts, your test subset should be large enough that the chance is very low that you just chose bad data.  It is more likely that your model has been overfit."
Is standardisation before Lasso really necessary?,"
I have read three main reasons for standardising variables before something such as Lasso regression:
1) Interpretability of coefficients.
2) Ability to rank the coefficient importance by the relative magnitude of post-shrinkage coefficient estimates.
3) No need for intercept.
But I am wondering about the most important point. Do we have reason to think that standardisation would improve the out of sample generalisation of the model? Also I don't care if I don't need an intercept in my model; adding one doesn't hurt me.
","['normalization', 'lasso', 'standardization', 'regularization']",
Does down-sampling change logistic regression coefficients?,"
If I have a dataset with a very rare positive class, and I down-sample the negative class, then perform a logistic regression, do I need to adjust the regression coefficients to reflect the fact that I changed the prevalence of the positive class?
For example, let's say I have a dataset with 4 variables: Y, A, B and C.  Y, A, and B are binary, C is continuous.  For 11,100 observations Y=0, and for 900 Y=1:
set.seed(42)
n <- 12000
r <- 1/12
A <- sample(0:1, n, replace=TRUE)
B <- sample(0:1, n, replace=TRUE)
C <- rnorm(n)
Y <- ifelse(10 * A + 0.5 * B + 5 * C + rnorm(n)/10 > -5, 0, 1)

I fit a logistic regression to predict Y, given A, B and C. 
dat1 <- data.frame(Y, A, B, C)
mod1 <- glm(Y~., dat1, family=binomial)

However, to save time I could remove 10,200 non-Y observations, giving 900 Y=0, and 900 Y=1:
require('caret')
dat2 <- downSample(data.frame(A, B, C), factor(Y), list=FALSE)
mod2 <- glm(Class~., dat2, family=binomial)

The regression coefficients from the 2 models look very similar:
> coef(summary(mod1))
              Estimate Std. Error   z value     Pr(>|z|)
(Intercept) -127.67782  20.619858 -6.191983 5.941186e-10
A           -257.20668  41.650386 -6.175373 6.600728e-10
B            -13.20966   2.231606 -5.919353 3.232109e-09
C           -127.73597  20.630541 -6.191596 5.955818e-10
> coef(summary(mod2))
              Estimate  Std. Error     z value    Pr(>|z|)
(Intercept) -167.90178   59.126511 -2.83970391 0.004515542
A           -246.59975 4059.733845 -0.06074284 0.951564016
B            -16.93093    5.861286 -2.88860377 0.003869563
C           -170.18735   59.516021 -2.85952165 0.004242805

Which leads me to believe that the down-sampling did not affect the coefficients.  However, this is a single, contrived example, and I'd rather know for sure.
","['logistic', 'unbalanced-classes', 'case-control-study']","Down-sampling is equivalent to case–control designs in medical statistics—you're fixing the counts of responses & observing the covariate patterns (predictors). Perhaps the key reference is Prentice & Pyke (1979), ""Logistic Disease Incidence Models and Case–Control Studies"", Biometrika, 66, 3.They used Bayes' Theorem to rewrite each term in the likelihood for the probability of a given covariate pattern conditional on being a case or control as two factors; one representing an ordinary logistic regression (probability of being a case or control conditional on a covariate pattern), & the other representing the marginal probability of the covariate pattern. They showed that maximizing the overall likelihood subject to the constraint that the marginal probabilities of being a case or control are fixed by the sampling scheme gives the same odds ratio estimates as maximizing the first factor without a constraint (i.e. carrying out an ordinary logistic regression).The intercept for the population $\beta_0^*$ can be estimated from the case–control intercept $\hat{\beta}_0$ if the population prevalence $\pi$ is known:$$ \hat{\beta}_0^* = \hat{\beta}_0 - \log\left( \frac{1-\pi}{\pi}\cdot \frac{n_1}{n_0}\right)$$where $n_0$ & $n_1$ are the number of controls & cases sampled, respectively.Of course by throwing away data you've gone to the trouble of collecting, albeit the least useful part, you're reducing the precision of your estimates. Constraints on computational resources are the only good reason I know of for doing this, but I mention it because some people seem to think that ""a balanced data-set"" is important for some other reason I've never been able to ascertain."
what does the numbers in the classification report of sklearn mean?,"
I have below an example I pulled from sklearn 's sklearn.metrics.classification_report documentation. 
What I don't understand is why there are f1-score, precision and recall values for each class where I believe class is the predictor label? I thought the f1 score tells you the overall accuracy of the model. Also, what does the support column tell us? I couldn't find any info on that.
print(classification_report(y_true, y_pred, target_names=target_names))
             precision    recall  f1-score   support

    class 0       0.50      1.00      0.67         1
    class 1       0.00      0.00      0.00         1
    class 2       1.00      0.67      0.80         3

avg / total       0.70      0.60      0.61         5

","['machine-learning', 'python', 'scikit-learn', 'precision-recall']","The f1-score gives you the harmonic mean of precision and recall. The scores corresponding to every class will tell you the accuracy of the classifier in classifying the data points in that particular class compared to all other classes. The support is the number of samples of the true response that lie in that class. You can find documentation on both measures in the sklearn documentation.Support - http://scikit-learn.org/stable/modules/generated/sklearn.metrics.precision_recall_fscore_support.htmlF1-score - http://scikit-learn.org/stable/modules/generated/sklearn.metrics.f1_score.htmlEDITThe last line gives a weighted average of precision, recall and f1-score where the weights are the support values. so for precision the avg is (0.50*1 + 0.0*1 + 1.0*3)/5 = 0.70. The total is just for total support which is 5 here."
Can somebody explain to me NUTS in english?,"
My understanding of the algorithm is the following:
No U-Turn Sampler (NUTS) is a Hamiltonian Monte Carlo Method. This means that it is not a Markov Chain method and thus, this algorithm avoids the random walk part, which is often deemed as inefficient and slow to converge.
Instead of doing the random walk, NUTS does jumps of length x. Each jump doubles as the algorithm continues to run. This happens until the trajectory reaches a point where it wants to return to the starting point.
My questions:
What is so special about the U-turn?
How does doubling the trajectory not skip the optimized point?
Is my above description correct?  
","['bayesian', 'monte-carlo', 'markov-process']","The no U-turn bit is how proposals are generated. HMC generates a hypothetical physical system: imagine a  ball with a certain kinetic energy rolling around a landscape with valleys and hills (the analogy breaks down with more than 2 dimensions) defined by the posterior you want to sample from. Every time you want to take a new MCMC sample, you randomly pick the kinetic energy and start the ball rolling from where you are. You simulate in discrete time steps, and to make sure you explore the parameter space properly you simulate steps in one direction and the twice as many in the other direction, turn around again etc. At some point you want to stop this and a good way of doing that is when you have done a U-turn (i.e. appear to have gone all over the place).At this point the proposed next step of your Markov Chain gets picked (with certain limitations) from the points you have visited. I.e. that whole simulation of the hypothetical physical system was ""just"" to get a proposal that then gets accepted (the next MCMC sample is the proposed point) or rejected (the next MCMC sample is the starting point).The clever thing about it is that proposals are made based on the shape of the posterior and can be at the other end of the distribution. In contrast Metropolis-Hastings makes proposals within a (possibly skewed) ball, Gibbs sampling only moves along one (or at least very few) dimensions at a time. "
Intuitive explanation of convergence in distribution and convergence in probability,"
What is the intuitive difference between a random variable converging in probability versus a random variable converging in distribution?
I've read numerous definitions and mathematical equations, but that does not really help. (Please keep in mind, I am undergraduate student studying econometrics.)
How can a random variable converge to a single number, but also converge to a distribution?
","['distributions', 'random-variable', 'convergence', 'intuition']","How can a random number converge to a constant?Let's say you have $N$ balls in the box. You can pick them one by one. After you picked $k$ balls, I ask you: what's the mean weight of the balls in the box? Your best answer would be $\bar x_k=\frac{1}{k}\sum_{i=1}^kx_i$. You realize that $\bar x_k$ itself is the random value? It depends on which $k$ balls you picked first.Now, if you keep pulling the balls, at some point there'll be no balls left in the box, and you'll get $\bar x_N\equiv\mu$. So, what we've got is the random sequence $$\bar x_1,\dots,\bar x_k, \dots, \bar x_N ,\bar x_N, \bar x_N, \dots $$ which converges to the constant $\bar x_N = \mu$. So, the key to understanding your issue with convergence in probability is realizing that we're talking about a sequence of random variables, constructed in a certain way.Next, let's get uniform random numbers $e_1,e_2,\dots$, where $e_i\in [0,1]$. Let's look at the random sequence $\xi_1,\xi_2,\dots$, where $\xi_k=\frac{1}{\sqrt{\frac{k}{12}}}\sum_{i=1}^k \left(e_i- \frac{1}{2} \right)$. The $\xi_k$ is a random value, because all its terms are random values. We can't predict what is $\xi_k$ going to be. However, it turns out that we can claim that the probability distributions of $\xi_k$ will look more and more like the standard normal $\mathcal{N}(0,1)$. That's how the distributions converge."
Are there any examples of where the central limit theorem does not hold?,"
Wikipedia says - 

In probability theory, the central limit theorem (CLT) establishes that, in most situations, when independent random variables are added, their properly normalized sum tends toward a normal distribution (informally a ""bell curve"") even if the original variables themselves are not normally distributed...

When it says ""in most situations"", in which situations does the central limit theorem not work?
","['probability', 'mathematical-statistics', 'normal-distribution', 'central-limit-theorem']","To understand this, you need to first state a version of the Central Limit Theorem.  Here's the ""typical"" statement of the central limit theorem:Lindeberg–Lévy CLT. Suppose ${X_1, X_2, \dots}$ is a sequence of i.i.d.
  random variables with $E[X_i] = \mu$ and $Var[X_i] = \sigma^2 < \infty$. 
  Let $S_{n}:={\frac {X_{1}+\cdots +X_{n}}{n}}$.  Then as
  $n$ approaches infinity, the random variables $\sqrt{n}(S_n − \mu)$ converge
  in distribution to a normal $N(0,\sigma^2)$ i.e.$${\displaystyle {\sqrt {n}}\left(\left({\frac {1}{n}}\sum
 _{i=1}^{n}X_{i}\right)-\mu \right)\ {\xrightarrow {d}}\ N\left(0,\sigma ^{2}\right).}$$So, how does this differ from the informal description, and what are the gaps?  There are several differences between your informal description and this description, some of which have been discussed in other answers, but not completely.  So, we can turn this into three specific questions:Taking these one at a time, Not identically distributed, The best general results are the Lindeberg and Lyaponov versions of the central limit theorem.  Basically, as long as the standard deviations don't grow too wildly, you can get a decent central limit theorem out of it. Lyapunov CLT.[5] Suppose ${X_1, X_2, \dots}$ is a sequence of independent
  random variables, each with finite expected value $\mu_i$ and variance $\sigma^2$
  Define: $s_{n}^{2}=\sum _{i=1}^{n}\sigma _{i}^{2}$If for some $\delta > 0$, Lyapunov’s
  condition
  ${\displaystyle \lim _{n\to \infty }{\frac {1}{s_{n}^{2+\delta }}}\sum_{i=1}^{n}\operatorname {E} \left[|X_{i}-\mu _{i}|^{2+\delta }\right]=0}$ is satisfied, then a sum
  of  $X_i − \mu_i / s_n$  converges in distribution to a standard normal
  random variable, as n goes to infinity:${{\frac {1}{s_{n}}}\sum _{i=1}^{n}\left(X_{i}-\mu_{i}\right)\ {\xrightarrow {d}}\ N(0,1).}$Infinite Variance  Theorems similar to the central limit theorem exist for variables with infinite variance, but the conditions are significantly more narrow than for the usual central limit theorem.  Essentially the tail of the probability distribution must be asymptotic to $|x|^{-\alpha-1}$ for $0 < \alpha < 2$.  In this case, appropriate scaled summands converge to a Levy-Alpha stable distribution.Importance of Independence There are many different central limit theorems for non-independent sequences of $X_i$.  They are all highly contextual.  As Batman points out, there's one for Martingales.  This question is an ongoing area of research, with many, many different variations depending upon the specific context of interest.  This Question on Math Exchange is another post related to this question."
Is it OK to remove outliers from data?,"
I looked for a way to remove outliers from a dataset and I found this question.
In some of the comments and answers to this question, however, people mentioned that it is bad practice to remove outliers from the data. 
In my dataset I have several outliers that very likely are just due to measurement errors. Even if some of them are not, I have no way of checking it case by case, because there are too many data points. Is it statistically valid than just to remove the outliers? Or, if not, what could be another solution? 
If I just leave those points there, they influence e.g. the mean in a way that does not reflect reality (because most of them are errors anyway). 
EDIT: I am working with skin conductance data. Most of the extreme values are due to artifacts like somebody pulling on the wires. 
EDIT2: My main interest in analyzing the data is to determine if there is a difference between two groups
","['outliers', 'faq']",
