Head,Body,Tags,First Answer
How do I show that uniform-cost search is a special case of A*?,"
How do I show that uniform-cost search is a special case of A*? How do I prove this?
","['comparison', 'search', 'proofs', 'a-star', 'uniform-cost-search']","Yes, UCS is a special case of A*. UCS uses the evaluation function $f(n) = g(n)$, where $g(n)$ is the length of the path from the starting node to $n$, whereas A* uses the evaluation function $f(n) = g(n) + h(n)$, where $g(n)$ means the same thing as in UCS and $h(n)$, called the ""heuristic"" function, is an estimate of the distance from $n$ to the goal node. In the A* algorithm, $h(n)$ must be admissible. UCS is a special case of A* which corresponds to having $h(n) = 0, \forall n$. A heuristic function $h$ which has $h(n) = 0$, $\forall n$, is clearly admissible, because it always ""underestimates"" the distance to the goal, which cannot be smaller than $0$, unless you have negative edges (but I assume that all edges are non-negative). So, indeed, UCS is a special case of A*, and its heuristic function is even admissible!To see this with an example, just draw a simple graph, and apply the A* algorithm using $h(n) = 0$, for all $n$, and then apply UCS to the same graph. You will obtain the same results."
Can I do oversampling by copying the same image multiple times? Will it effect my neural network accuracy?,"
I am working on an image data-set. As you may have guessed it is imbalanced data. I have 'Class A, 19,000 images' and 'Class B, 2,876 images'.
So I did an undersampling by removing randomly from the majority class till it becomes equal to the minority class.
On doing this I am loosing lot of information from those 19000 images which I could get. 
So I do an oversampling of minority class, by simply copying the 2,876 images again and again.
Is this undersampling method correct, will it effect my accuracy? I trained an Inceptionv4 model using this oversampled data and it is not at all stable and I am getting poor accuracy.
What should be my strategy ?
","['convolutional-neural-networks', 'ai-design']",
Does an advanced Dialogue state tracking eliminate the need of intent classifier and slot filling models in dialogue systems/ chatbots?,"
I am learning to create a dialogue system. The various parts of such a system are Intent classifier, slot filling, Dialogue state tracking (DST), dialogue policy optimization and NLG.
While reading this paper on DST, I found out that a discriminative  sequence model of DST can identify goal constraints, fill slots and maintain state of the conversation. 
Does this mean that now I dont need to create an intent classifier and slot filling models separately as the tasks are already being done by this DST? Or I am misunderstanding both the things and they are separate?
","['neural-networks', 'machine-learning', 'natural-language-processing', 'recurrent-neural-networks', 'chat-bots']",
Are all ant routing algorithms the same?,"
Are all ant routing algorithms the same? If no, what is the common properties of all of them? In other words, how we can detect a routing algorithm is an ant routing algorithm?
","['algorithm', 'swarm-intelligence', 'ant-colony-optimization']",
Why isn't my DQN implementation working properly?,"
I'm trying to build a DQN to replicate the DeepMind results. I'm doing with a simple DQN for the moment, but it isn't learning properly: after +5000 episodes, it couldn't get more than 9-10 points. Each episode has a limit of 5000 steps but it couldn't reach more than 500-700. I think the problem is in the replay function, which is:
def replay(self, replay_batch_size, replay_batcher):
    j = 0
    k = 0
    replay_action = []
    replay_state = []
    replay_next_state = []
    replay_reward= []
    replay_superbatch = []

    if len(memory) < replay_batch_size:
        replay_batch = random.sample(memory, len(memory))
        replay_batch = np.asarray(replay_batch)
        replay_state_batch, replay_next_state_batch, reward_batch, replay_action_batch = replay_batcher(replay_batch)
    else:
        replay_batch = random.sample(memory, replay_batch_size)
        replay_batch = np.asarray(replay_batch)
        replay_state_batch, replay_next_state_batch, reward_batch, replay_action_batch = replay_batcher(replay_batch)
        
    for j in range ((len(replay_batch)-len(replay_batch)%4)):
        
        if k <= 4:
            k = k + 1              
            replay_state.append(replay_state_batch[j])
            replay_next_state.append(replay_next_state_batch[j])
            replay_reward.append(reward_batch[j])
            replay_action.append(replay_action_batch[j])
            
        if k >=4:                
            k = 0
            replay_state = np.asarray(replay_state)
            replay_state.shape = shape
            replay_next_state = np.asarray(replay_next_state)
            replay_next_state.shape = shape
            replay_superbatch.append((replay_state, replay_next_state,replay_reward,replay_action))

            replay_state = []
            replay_next_state = []
            replay_reward = []
            replay_action = []
                                       
    states, target_future, targets_future, fit_batch = [], [], [], []
    
    for state_replay, next_state_replay, reward_replay, action_replay in replay_superbatch:

        target = reward_replay
        if not done:
            target = (reward_replay + self.gamma * np.amax(self.model.predict(next_state_replay)[0]))

        target_future = self.model.predict(state_replay)

        target_future[0][action_replay] = target
        states.append(state_replay[0])
        targets_future.append(target_future[0])
        fit_batch.append((states, targets_future))

    history = self.model.fit(np.asarray(states), np.array(targets_future), epochs=1, verbose=0)

    loss = history.history['loss'][0]

    if self.exploration_rate > self.exploration_rate_min:

        self.exploration_rate -= (self.exploration_rate_decay/1000000)
    return loss

What I'm doing is to get 4 experiences (states), concatenate and introduce them in the CNN in shape (1, 210, 160, 4). Am I doing something wrong? If I implement the DDQN (Double Deep Q Net), should I obtain similar results as in the DeepMind Breakout video? Also, I'm using the Breakout-v0 enviroment from OpenAI gym.
Edit
Am I doing this properly? I implemented an identical CNN; then I update the target each 100 steps and copy the weights from model CNN  to target_model CNN. Should it improve the learning? Anyway I'm getting low loss.
for state_replay, next_state_replay, reward_replay, action_replay in replay_superbatch:

            target = reward_replay
            if not done:

                target = (reward_replay + self.gamma * np.amax(self.model.predict(next_state_replay)[0]))
            if steps % 100 == 0:

                target_future = self.target_model.predict(state_replay)

                target_future[0][action_replay] = target
                states.append(state_replay[0])
                targets_future.append(target_future[0])
                fit_batch.append((states, targets_future))
                agent.update_net()

        history = self.model.fit(np.asarray(states), np.array(targets_future), epochs=1, verbose=0)

        loss = history.history['loss'][0]

Edit 2
So as far I understand, this code should work am I right?
if not done:

            target = (reward_replay + self.gamma * np.amax(self.target_model.predict(next_state_replay)[0]))
            target.shape = (1,4)
            
            target[0][action_replay] = target
            target_future = target
            states.append(state_replay[0])
            targets_future.append(target_future[0])
            fit_batch.append((states, targets_future))

        if step_counter % 1000 == 0:

            target_future = self.target_model.predict(state_replay)

            target_future[0][action_replay] = target
            states.append(state_replay[0])
            targets_future.append(target_future[0])
            fit_batch.append((states, targets_future))
            agent.update_net()

    history = self.model.fit(np.asarray(states), np.array(targets_future), epochs=1, verbose=0)

","['reinforcement-learning', 'deep-rl', 'q-learning', 'dqn', 'implementation']","It looks like on each step, you're calling both self.model.predict and self.model.fit. If you do this, you're going to run into stability problems, since your learning target is moving as you train.The way the DQN paper gets around this problem is by using 2 Q-networks, $Q$ and $\hat{Q}$, where $\hat{Q}$ is called the target network. The target network's parameters are frozen, and its outputs are used to compute the learning targets for $Q$ (targets_future in your code). Every $C$ training steps (where $C$ is a hyperparameter), the target network $\hat{Q}$ is updated with the weights of $Q$. See Algorithm 1 on Page 7 of the DQN paper for the details of this swap."
Neural network architecture for comparison,"
When someone wants to compare 2 inputs, the most widespread idea is to use a Siamese architecture. Siamese architecture is a very high level idea, and can be customized based on the problem we are required to solve.
Is there any other architecture type to compare 2 inputs ? 

Background
I want to use a neural network for comparing 2 documents (semantic textual similarity). Siamese network is one approach, I was wondering if there is more.
","['neural-networks', 'natural-language-processing', 'models', 'architecture']","A RBM (restricted Boltzmann machine) can be trained to extract document features. The same resulting machine can extract features of two or more documents.  Because documents can be just as easily processed in series using the same machine parameters and CPU (saving the feature results) as documents could be processed in parallel using separate CPUs, the Siamese idea is less of a characteristic of system architecture and more of a characteristic of the process topology. The architectural decision of how to run the process topology on available hardware should usually remain somewhat decoupled.The comparison operation could be a MLP (multi-layer perceptron) trained to produce the comparison results based on a requisite number example document comparisons.  In such a case, the MLP should be trained with the previously trained RBMs as a front end.  You will need some human labor to produce or extract from available data sources the example document comparison results.  The example results will be need, along with a reference to the pair of RBMs feature extraction results corresponding to the comparison, to train the MLP.Even further upstream from the RBMs, it is often useful to producing reliable and accurate document processing to pre-process the documents.  Images and text can be delineated so that features can be extracted from the images in one way and from the text in another and then from the sequence of text and images in a third way.  In such process topologies, CNNs (convolution network) typically pre-process the images and LSTM networks typically pre-process the text.  They may then directly feed the RBM or indirectly through another process component."
Is AlphaZero an example of an AGI?,"
From DeepMind's research paper on arxiv.org:

In this paper, we apply a similar but fully generic algorithm, which
  we call AlphaZero, to the games of chess and shogi as well as Go,
  without any additional domain knowledge except the rules of the game,
  demonstrating that a general-purpose reinforcement learning algorithm
  can achieve, tabula rasa, superhuman performance across many
  challenging domains.

Does this mean AlphaZero is an example of AGI (Artificial General Intelligence)?
","['game-ai', 'definitions', 'agi', 'alphazero', 'alphago']","Good question!AlphaGo, though strong at the game of Go, is narrowly strong (""strong-narrow AI""), defined as strength in a single problem or type of problem (such as Go and other non-chance, perfect information games.) AGI is often associated with superintelligence, defined as intelligence that surpasses human levels.AGI does not necessarily imply super-intelligence, in the sense that we'd consider an android that can perform all human activities with the same capability as humans as an Artificial General Intelligence.  But technically, AlphaGo is a narrow superintelligence in that it exceeds all human performance in a single problem."
How to preprocess a modified dataset so that a fitted CNN makes correct predictions on an un-modified version of the dataset?,"
for a school project I have been given a dataset containing images of plants and weeds. The goal is to detect when there is a weed in the pictures. The training and validation sets have already been created by our teachers, however they probably didn't have enough images for both so they ""photoshopped"" some weeds in some of the training pictures.
Here are examples of images with the weed label in the training set:

In some cases, the ""photoshopped"" weed is hard to detect, and no shape resembling a weed is clearly visible like in this picture (weed at the very bottom, near the middle):

And here is an example of an image with the weed label in the validation set:

How would I go about preprocessing the training set so that a CNN trained on it would perform well on the validation set? I was thinking of applying a low-pass filter to the rough edges of the photoshopped images so that the network doesn't act as an edge detector, but it doesn't seem very robust. Should I manually select the best images from the training set? Thank you!
","['convolutional-neural-networks', 'image-recognition', 'datasets']",
How is the cost of the path to each node computed in A*?,"
How is the cost of the path to each node $n$ computed in the A* algorithm? Do we need to add the cost of the path to the parent node $p$ to the cost of the path of the child node $n$?
","['search', 'a-star']",
Is there an efficiency swarm Intelligence algorithm for off-chain channels routing in blockchain?,"
One of the solutions to scale blockchain is to use off-chain channels. You can find its definition here: https://en.bitcoin.it/wiki/Off-Chain_Transactions.
However, one of the problems of off-chain channels is finding a suitable decentralized routing mechanism.
Since in Bitcoin there is no routing table and transactions are only broadcast and also, in general, we need to avoid centralized approaches for routing, is it practical to use swarm intelligence algorithms, such as ant colony optimization ones, for off-chain channels?
I refer you to a proposed ant routing algorithm in the paper Ant routing algorithm for the Lightning Network for an instance of employing ACO algorithms for routing in _lightning network. However, the paper has not been evaluated to demonstrate its performance. 
","['applications', 'swarm-intelligence', 'ant-colony-optimization', 'blockchain']",
How Dempster-Shafer theory work in AI?,"
How does Dempster-Shafer theory work in representing ignorance in the AI field?
",['dempster-shafer-theory'],
Scrabble game using machine learning,"
I've been thinking if machine learning can be used to play the game Scrabble. My knowledge is limited in the ML field, thus I've seeking some pointers :) 
I want to know how could I possibly build a model that picks a move from all the given valid moves of the current game state, and then plays the move and wait for the delayed reward. The actions here aren't static actions, they are basically selecting move to maximize the final score.
Is there any way to encode the valid moves and then use a model to pick those moves?
I've also considered the genetic approach, but I think if I can represent my move with a set of features (score, consonantVowels ration, rack leave score, #blank tiles after the move, ...etc), training a neural network like this could take a long time.
Another training related question, is it feasible to run the training on a GPU given that I will be waiting for a response (the new game state) from the opponent (e.g. Quackle) after every action?
Thank you :)
","['machine-learning', 'reinforcement-learning', 'genetic-algorithms']",
How can the sum of squared errors have negative gradient if it's defined as the squared of the error?,"
The formula for the sum of squared errors (SSE) is:
$$
\frac{1}{2} \sum_{i=1}^n (t^i - o^i)^2
$$
I have a few related questions.

If $t^i - o^i$ is negative, doesn't the power of 2 eliminate any negative result?

How can then exist any negative gradient at the output?

What if the output is too high, and so the gradient should be negative, meaning that the weights (on average) have to be decreased? How can it be differentiated between 'output too high' and 'output too low'?


","['machine-learning', 'objective-functions', 'gradient', 'sse']","If $t^i - o^i$ is negative, doesn't the power of 2 eliminate any negative result?In the loss function, yes that is correct, and is what you want - a measurement that gets higher due to any difference between the predicted and correct results. Minimising the value of that measurement is a goal for the optimiser.How can then exist any negative gradient at the output?The gradient of the cost function is different to the cost function. Technically it is the derivative of the cost function with respect to the parameters you can change. Taking the derivative changes the powers in the equation.If you plot the graph from a single example, you can clearly see the gradient is negative when the prediction is too low, and positive when the prediction is too high:Note this is the opposite relationship to the one you suggest in the question. That is why it is called gradient descent when we apply corrections. The steps to correct the parameters are in the opposite direction to the gradient.In terms of algebra (and moving the example index into a subscript so that is doesn't get in the way visually), assuming $o_i$ is your output value, and $t_i$ is the target value, then you want the gradient of your loss function $L$ with respect to $o_i$ or $\frac{\partial L}{\partial o_i}$:$$\frac{\partial L}{\partial o_i} =  \frac{\partial}{\partial o_i} \frac{1}{2}(t_i - o_i)^2 = \frac{\partial}{\partial o_i} \frac{1}{2}(t_i^2 - 2t_i o_i + o_i^2) = \frac{1}{2}(-2t_i + 2o_i) = o_i - t_i$$This simple gradient value is negative if your output $o_i$ is lower than the target $t_i$, and positive if $o_i$is greater than $t_i$.As an aside, if you wondered why the multiplier of $\frac{1}{2}$ was included in the definition of SSE, it is intended by design to end up with this simple result. Without it, everything works, just you would end up with the gradient being $2(o_i - t_i)$"
Are 1D CNNs really the appropriate model for human activity recognition?,"
This article on human activity recognition states that 1D convolutional neural networks work the best on the classification of human activities using data from the accelerometer. But I think that human activities, like swinging the arm, are sequential actions and they require LSTMs.
So, which one should be more effective for this task: CNNs or LSTMs? In other words, is spatial learning required or sequence learning?
","['neural-networks', 'convolutional-neural-networks', 'recurrent-neural-networks', 'long-short-term-memory', 'human-activity-recognition']","Human activity recognition, for example as done with the Sports-1M Dataset, is a classification task. Given a video, say which activity / action was executed.So it is a special case about video classification.human activities like swinging the arm are sequential actions and they require LSTMsThis is wrong. As a simple example, think of handwriting recognition as done on write-math.com: I receive a sequence of points (x, y) -- the pen-tip --  and classify which symbol is written. So it is a sequence, but still there a plenty of ways to use a simple multi-layer perceptron (MLP) for it. Two big groups of approaches:You can do similar things for movies:You might be interested in Beyond Short Snippets: Deep Networks for Video ClassificationModel A is more effective than model B, if its optimizarion criterion is better.Model A is more efficient than model B, if it uses less resources (e.g. memory) to achieve the same optimization value (e.g. same accuracy / MSE)"
Can BERT be used for sentence generating tasks?,"
I am a new learner in NLP. I am interested in the sentence generating task. As far as I am concerned, one state-of-the-art method is the CharRNN, which uses RNN to generate a sequence of words.
However, BERT has come out several weeks ago and is very powerful. Therefore, I am wondering whether this task can also be done with the help of BERT? I am a new learner in this field, and thank you for any advice!
","['neural-networks', 'deep-learning', 'natural-language-processing', 'bert', 'text-generation']","For newbies, NO.Sentence generation requires sampling from a language model, which gives the probability distribution of the next word given previous contexts. But BERT can't do this due to its bidirectional nature.For advanced researchers, YES.You can start with a sentence of all [MASK] tokens, and generate words one by one in arbitrary order (instead of the common left-to-right chain decomposition). Though the text generation quality is hard to control.Here's the technical report BERT has a Mouth, and It Must Speak: BERT as a Markov Random Field Language Model, its errata and the source code.In summary:"
What are some limitations of using Collaborative Deep learning for Recommender systems?,"
Recently I worked on a paper by Hao Wang, Collaborative Deep learning for Recommender Systems; which uses a two way tightly coupled method, Collaborative filtering for Item correlation and Stacked Denoising Autoencoders for the Optimization of the problem.
I want to know the limitations of using stacked Autoencoders and Hierarchical Bayesian methods to Recommender systems.
","['deep-learning', 'autoencoders', 'recommender-system']",
Can intelligent agents have personalities and emotions?,"
Can intelligent agents (and chatbots) have personalities and emotions, given a properly defined ontology?
","['chat-bots', 'intelligent-agent', 'human-like', 'emotional-intelligence', 'ontology']",
What does it essentially mean if the neural network has convex error surface?,"
Suppose if I am building a Linear Regression model with one fully connected layer and a sigmoid with minimizing mean squared error as objective. Why would the error surface be convex?
Does finding the optimal parameters for this network mean we cannot do better than this? Under what assumptions, this solution would be optimal? If we relax the linearity assumption and add some non-linearity to the network can we do better than this? Why so?
","['neural-networks', 'optimization']",
How to improve the efficiency of the backtracking search in CSPs?,"
Backtracking search is the basic uninformed search algorithm for constraint satisfaction problems (CSPs). How could we improve the efficiency of the backtracking search in CSPs?
","['search', 'constraint-satisfaction-problems', 'efficiency', 'depth-first-search', 'uninformed-search']",
What is a successor function (in CSPs)?,"
In Constraint Satisfaction Problems (CSPs), a state is any data structure that supports

a successor function,
a heuristic function, and
a goal test.

In this context, what is a successor function?
","['terminology', 'definitions', 'search', 'constraint-satisfaction-problems']","A successor function is a function that generates a next state from the current state, plus the choices that affect state changes. In e.g. the 8 queens problem, a state might be the location of 5 queens so far, the choice might be where to put the next queen, and the successor function would return the resulting state with 6 queens on the board.Typically a solver will store/cache a current state, make a choice, and use the successor function to discover what the next state is. Then it may call the heuristic function on the next state and make a decision whether to continue that search deeper into the search tree (or recursion) or try another choice at the current state."
What happens before the first 8 moves in Alpha Zero?,"
The Alpha zero paper says (in the caption of Table S1) that

The first set of features are repeated for each position in a $T = 8$-step history.

So, what happens before the first 8 moves? Do they just repeat the starting position?
","['papers', 'alphazero']","On page 13, right under Table S1 in the linked paper, this is explained (emphasis in bold at the end mine):Each set of planes represents the board position at a time-step $t - T + 1, \dots, t$, and is set to zero for time-steps less than $1$.I suspect the solution they write there would indeed work better than just repeating the starting position up to 8 times. Intuitively, you'll want the Neural Network to learn to primarily focus on the current game state. If the starting position is repeated a bunch of times in those planes, the Neural Network cannot distinguish between any of them in the learning process in the first few steps, and may start relying on them all equally. Only in later time steps will it ""figure out"" that they're sometimes not equal, and that the last one is probably the most informative one. If the ""useless planes"" during the first few steps are all-zero, they can be much more easily ignored in the start of the learning process.Note that I suspect the difference really won't matter a whole lot at all, I suspect there'd just be a tiny difference in learning speed based on the intuition described above."
How to generalize finite MDP to general MDP?,"
Suppose, for simplicity sake, to be in a discrete time domain with the action set being the same for all states $S \in \mathcal{S}$. Thus, in a finite Markov Decision Process, the sets $\mathcal{A}$, $\mathcal{S}$, and $\mathcal{R}$ have a finite number of elements. We could then say the following
$$p(s',r | s,a) = P\{S_t=s',R_t=r | S_{t-1}=s,A_t=a\} ~~~ \forall s',s \in \mathcal{S}, r \in \mathcal{R} \subset \mathbb{R}, a \in \mathcal{A}$$
where the function $p$ defines the dynamics of the finite MDP and $P$ defines the probability.

How could I extend this to a general MDP? That is, an MDP where the sets $\mathcal{A}$, $\mathcal{S}$, and $\mathcal{R}$ haven't a finite number of elements? To be more precise, in my case $\mathcal{A} \subset \mathbb{R}^n$, $\mathcal{S} \subset \mathbb{R}^m$, and $\mathcal{R} \subset \mathbb{R}$. My thought is that the equation above is still true, however, the probability is zero for each tuple $s',r,s,a$. 
Is it sufficient to say that for finite MDP we have
$$\sum_{s'\in\mathcal{S}}\sum_{r\in\mathcal{R}}p(s',r|s,a)=1 ~~~ \forall s\in\mathcal{S},a\in\mathcal{A}$$
while in non-finite MDP (supposing that the sets $\mathcal{s}$ and $\mathcal{A}$ are continuous) we have
$$\int_{s'\in\mathcal{S}}\int_{r\in\mathcal{R}}p(s',r|s,a)=1 ~~~ \forall s\in\mathcal{S},a\in\mathcal{A}$$
or is it more complex than this?
","['markov-decision-process', 'continuous-action-spaces', 'transition-model', 'finite-markov-decision-process', 'continuous-state-spaces']",
Why is it ok to calculate the reward based on a hidden state?,"
I'm looking at this source code, where the reward is calculated with
reward = cmp(score(self.player), score(self.dealer))

Why is it ok to calculate the reward based on a hidden state?
A player only sees the dealer's first card.
self.dealer[0]

","['reinforcement-learning', 'rewards']","The code you reference is not part of the learning agent. It is part of:If, as in this case, the environment is provided entirely by software simulation, it is absolutely necessary for it to include a full working model of all state transitions and rewards. That is independent of whether any hidden state makes the problem harder. Why is it ok to calculate the reward based on a hidden state?In the case of Blackjack, this can be treated not as a hidden state that would affect the outcome if only known, but as randomness in the environment over which the agent has no control. Critically, the dealer has no options to behave differently depending on the unknown card, and the dealer's eventual score is entirely unaffected by the player's earlier choices.It is a subtle difference. If you applied the same environment rules to Poker, where an opponent could behave differently depending on this hidden knowledge, then a simple MDP model is not enough theory to result in an optimal solution. In that case, you would need to look into Partially Observable MDPs (POMDPs). Note this would not affect reward calculation in the environment, just the choices of which agent type to use. If you are just learning RL, you probably don't know of any algorithms that could solve this yet.In practice, a lot of problems are somewhere between a classic MDP and a POMDP - they contain elements which, if the agent could know them, may allow it to achieve a higher expected reward. In many cases though, these elements can either be treated as random (as here in Blackjack) and thus the system is still theoretically an MDP, or they have a very small effect on the optimal policy, so can be ignored for practical purposes (e.g. think of all the physical details in a real cart pole balancing system - friction, temperature, flexing motions, etc)."
How to design a fitness function for the 8-queens problem?,"
In evolutionary computation and, in particular, in the context of genetic algorithms, there is the concept of a fitness function. The better a state, the greater the value of the fitness function for that state.
What would be a good fitness function for the 8-queens problem?
","['genetic-algorithms', 'fitness-functions', 'evolutionary-computation', 'fitness-design', '8-queens-problem']","Here you can find an example of how to apply genetic algorithms to solve the 8-queens problem.The proposed fitness function is based on the chessboard arrangement, and in particular, it is inversely proportional to the number of clashes amongst attacking positions of queens; thus, a high fitness value implies a low number of clashes."
How to create a good fitness function?,"
In genetic algorithms, a function called ""fitness"" (or ""evaluation"") function is used to determine the ""fitness"" of the chromosomes. Creating a good fitness function is one of the challenging tasks in genetic algorithms. How would you create a good fitness function?
","['genetic-algorithms', 'evolutionary-algorithms', 'fitness-functions', 'fitness-design']",
How is AlphaZero different from Stockfish or Rybka?,"
I don't know much about AI or chess engines, but what is the fundamental difference between AlphaZero and Stockfish or Rybka?
",['chess'],
Is an algorithm that is no longer actively learning an AI?,"
This question assumes a definition of AI based on machine learning, and was inspired by this fun Technology Review post:

SOURCE: Is this AI? We drew you a flowchart to work it out (Karen Hao, MIT Technology Review)
As the definition of artificial intelligence has been a continual subject of discussion on this stack, I wanted to bring it to the community for perspectives.
The formal question here is:

Is an algorithm that is no longer actively learning an AI?

Specifically, can applied algorithms that are not actively learning be said to reason?  
","['machine-learning', 'terminology', 'philosophy', 'definitions']",
"Training by one batch of examples, what does it mean","
Say I have a batch of examples, each examples represent a state:
[0.1, 0.2, 0.5] #1st example
[0.4, 0.0, 0.3] #2nd example 
..........
[0.1, 0.1, 0.1] #16th example

I feed through the NN, and then the NN predict the following class:
[move up]   #1st example
[move down] #2nd example
........
[move left] #16th example

And then I take the square loss (which calculated to be 0.1 after taking average over 16 examples), and do backward propagation. 
So, can I assume that each of these examples will assign (or contribute) to a 0.1 loss?
","['training', 'backpropagation', 'objective-functions']",
How can a genetic algorithm adapt and get better in a changing environment?,"
I've just started studying genetic algorithms and I'm not able to understand why a genetic algorithm can improve if, at each learning, the 'world' that the population encounters change. For example, in this demo (http://math.hws.edu/eck/js/genetic-algorithm/GA.html), it's pretty clear to me that the eating statistics will improve every year if bunches of grass grow exactly in the same place, but instead they always grow in different positions and I can't figure out how it  can be useful to evaluate (through the fitness function) the obtained eating stats given that the next environment will be different.
","['genetic-algorithms', 'evolutionary-algorithms', 'fitness-functions']","There are a couple of ways of dealing with this. Very often, the approach is just to design your representation and operators in a way to account for the fact that the world changes. The idea is to give the algorithm something that can be used to learn general behaviors or solutions rather than specific ones.Take an example of learning to steer a race car around a track. You want to represent the state of the world and have the GA learn to select an appropriate action. You might choose to represent the state of the world as a vector of $[x, y, v, a]$, where $(x, y)$ is your location on the track, $v$ is your current velocity vector, and $a$ is an acceleration to apply. The fitness function could return how ""good"" it was to apply that acceleration. If you do this, your algorithm can probably learn to navigate this track, but a different track will be hopeless, as the locations aren't corresponding to the same turn locations on the new track.However, what if you encode the world as $[s, v, a]$, where instead of an $(x, y)$ pair representing your current position, you have $s$ as a vector of sensor readings? Is there a wall coming up in front of you or is the track starting to bank? Now, your algorithm can learn to be more general. It doesn't need to be the exact track it learned on, because what it's learning is not to brake at a specific point, but to brake when it detects a wall coming up.I didn't do a lot of digging into the example you linked, but if you run it for a few years, you can see evidence of this. You see agents that appear to have learned to move in lines horizontally or vertically until they encounter a green square, and then they'll stick around and eat in the patches around that square. That behavior is general, because every environment it encounters has lots of blank space with clusters of green. It's not learning ""go to square $(20, 30)$"". It's learning to move in a pattern until it finds green and then move around that location.You can do this in a lot of cases where the specific environment can change, but the objective is the same. There are problems where the actual fitness function changes over time, however. For those problems, there are specific techniques to deal with dynamic fitness functions. Generally, this involves doing something to maintain diversity so that your whole population isn't getting stuck on whatever the current ""best"" looks like. That's a bit more advanced topic though, and I think your question was really more about the former type of problems."
What kind of distributions can be used to model discrete latent variables?,"
If we take the vanilla variational auto-encoder (VAE), we $p(z)$ is a Gaussian distribution with zero mean and unit variance and we approximate $p(z|x) \approx q(z|x)$ to be a Gaussian distribution as well, for each latent variable $z$.
But what if $z$ is a discrete variable? What kind of distributions can be used to model discrete latent variables? For example, what kind of distribution can be used to model $p(z)$ and $p(z|x) \approx q(z|x)$?
","['machine-learning', 'generative-model', 'random-variable', 'probability-distribution', 'latent-variable']",
DQN Breakout adding an extra negative reward to help training?,"
I'm trying to train a DQN, so I'm using OpenAI gym and Breakout (Breakout-v0).
I have altered the reward supplied by the environment: If the episode is not completed fully, the agent gets a -10 reward. Could be this counterproductive for learning?
","['ai-design', 'training', 'game-ai', 'dqn', 'open-ai']","In general, the approach of adding or altering the reward structure of a RL environment, when you are still trying to create an agent that solves the original problem, is called Reward Shaping.Reward Shaping can be tricky to get right. In your case I think it may be counter-productive. The main issue is that the agent does not know the current time step as part of the state. So from its perspective, a negative reward for ""timing out"" actually looks like a random chance of getting that same reward in the kind of states that happen later in the game. The effect may be small enough chance that it doesn't really matter (after all it still gets positive rewards for hitting bricks). However, it may appear as high variance on certain game positions, making the agent learn to avoid some of them for no good reason.If the aim here is to try and get the agent to speed up and finish an episode, a simpler trick might be to reduce the discount factor (e.g. from $0.999$ to $0.99$). This will cause the agent to focus on getting more short-term rewards, at the expense of long-term planning. In some environments this could be a problem of a different kind, but when the rewards are not sparse and there are not any special high-reward states that need extended setup, it should be OK.If the aim is to punish losing a ""game life"" more severely, then this is less likely to cause a problem (because the state will clearly show what to expect), although it may change what the optimal behaviour is, or how it is approached. In general the impact would be reduced risk-taking, and even though Breakout is a deterministic game, the agent is presented with a stochastic environment because each action lasts a random number of frames (2-4). With a strong penalty for losing a life, I think that the agent will be less likely to try to get high bounce angles by hitting with extreme edge of the bat. Note that you don't need to punish the agent for losing a life, it learns that because the episode ends and it cannot score any more points. Value functions are all about predicting future rewards, so the value of any life-losing state is always $0$ anyway.If you have more time, then there are also several extensions to basic DQN that require less sampled experience to learn an environment, or improve the resulting policies. A good source for those ideas is the paper Rainbow: Combining Improvements in Deep Reinforcement Learning."
"Which of these two numerical methods for z-score normalisation is preferable, in multivariate linear regression?","
In the exercise Exercise 3: Multivariate Linear Regression, by Andrew Ng, the author suggests to ""scale both types of inputs by their standard deviations and set their means to zero"".
$$x_{n e w}=\frac{x-\mu}{\sigma}$$
Method 1
The author provides the following Matlab (and Octave) code to scale the inputs.
x = [ones(m, 1), x];
sigma = std(x);
mu = mean(x);
x(:,2) = (x(:,2) - mu(2))./ sigma(2);
x(:,3) = (x(:,3) - mu(3))./ sigma(3);

Method 2
But why not simply scale the inputs between zero and one, or, divide by the maximum?
x_range=max(x)
x(:,2) = (x(:,2)/x_range(2));
x(:,3) = (x(:,3)/x_range(3));

I have done the exercise with method 2 and these are the results.

Question
Is there a computational advantage with the first method over the second method?
","['implementation', 'data-preprocessing']",
Why are all the actions converging to the same index?,"
I am using PPO with an LSTM agent. My agent is performing 10 actions for each episode, one action is corresponding to one LSTM timestep and the action space is discrete. I have only one reward per episode which I can compute after the last action of the episode.
For each timestep (~ action) my agent has 20 choices. The following plot shows the reward (y-axis) versus the current episode (x-axis).
The plot shows a decreasing reward because I want to mimize this reward so I use: minus of the true reward.
At the beginning of the process, the agent seems to learn very well and the reward is decreasing but then it's converging to a value which is not the best. When I look at the results of my experiment it appears that the index of all actions are same (for example the agent is always choosing the second value of my discrete action space).
Does anyone have an idea about what is happening here ?

","['reinforcement-learning', 'recurrent-neural-networks']",
